timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1474011351851,462,Send 01-07-08(07),200,OK,01ДО - 07 контроль 08 формирование 4-1,text,true,,183,1,13,462,0
1474011351851,476,Send 12-02-08,200,OK,12ДО - 02 контроль 11-1,text,true,,183,1,13,475,0
1474011351851,484,Send 12-06-08,200,OK,"12ДО - 08,06 контроль  13-1",text,true,,183,1,13,484,0
1474011351851,486,Send 12-04-06,200,OK,12ДО - 04 контроль 05 формирование 12-1,text,true,,183,1,13,485,0
1474011352297,47,Send 01-06-09,200,OK,"01ДО - 11,06,09 контроль  5-1",text,true,,183,1,13,47,0
1474011352335,22,Send 12-08-08,200,OK,"12ДО - 08,06 контроль  13-1",text,true,,183,1,13,22,0
1474011352344,17,Send 01-09-09,200,OK,"01ДО - 11,06,09 контроль  5-1",text,true,,183,1,13,17,0
1474011351851,578,Send 01-01-01,200,OK,01ДО - 01 посылка 10 формирование  1-1,text,true,,183,1,13,578,0
1474011351851,664,Send 10-01-01,200,OK,10ДО - 01 контроль 02 формирование 6-1,text,true,,183,1,13,664,0
1474011351851,785,Send 01-04-06,200,OK,01ДО - 04 контроль 05 формирование 3-1,text,true,,183,1,13,784,0
1474011472132,7,JDBC CheckNewContaner_10-05-06,200,OK,10ДО - 05 контроль 8-1,text,true,,196,1,13,0,0
1474011472140,0,Debug Sampler,200,OK,10ДО - 05 контроль 8-1,text,true,,1024,1,13,0,0
1474011472132,11,JDBC CheckNewContaner_10-04-07,200,OK,10ДО - 04 контроль 7-1,text,true,,196,1,12,0,0
1474011472144,0,Debug Sampler,200,OK,10ДО - 04 контроль 7-1,text,true,,1024,1,12,0,0
1474011472133,37,CheckNewContaner_10-06-07,200,OK,10ДО - 06 контроль 9-1,text,true,,1031,1,11,37,0
1474011472135,47,CheckNewContaner_12-07-05,200,OK,12ДО - 01 посылка 07 формирование 10-1,text,true,,1031,1,11,47,0
1474011472132,50,CheckNewContaner_01-02-09,200,OK,01ДО - 02 контроль 2-1,text,true,,1031,1,11,50,0
1474011472182,47,RecivingContaner_12-07-05,200,OK,12ДО - 01 посылка 07 формирование 10-1,text,true,,9203,1,11,47,0
1474011472266,0,Debug Sampler,200,OK,12ДО - 01 посылка 07 формирование 10-1,text,true,,877,1,11,0,0
1474011472171,58,RecivingContaner-10-06-07,200,OK,10ДО - 06 контроль 9-1,text,true,,7582,1,11,58,0
1474011472281,0,Debug Sampler,200,OK,10ДО - 06 контроль 9-1,text,true,,879,1,10,0,0
1474011472183,47,RecivingContaner-01-02-09,200,OK,01ДО - 02 контроль 2-1,text,true,,7943,1,11,47,0
1474011472298,1,Debug Sampler,200,OK,01ДО - 02 контроль 2-1,text,true,,879,1,9,0,0
1474011472315,28,CheckNewContaner_01-07-08,200,OK,01ДО - 07 контроль 08 формирование 4-1,text,true,,1031,1,8,28,0
1474011472329,27,CheckNewContaner_12-02-08,200,OK,12ДО - 02 контроль 11-1,text,true,,1031,1,8,27,0
1474011472359,3,JDBC CheckNewContaner,200,OK,"12ДО - 08,06 контроль  13-1",text,true,,356,1,8,0,0
1474011472364,6,JDBC CheckNewContaner_01-08-09,200,OK,"01ДО - 11,06,09 контроль  5-1",text,true,,518,1,7,0,0
1474011472343,27,RecivingContaner-01-07-08,200,OK,01ДО - 07 контроль 08 формирование 4-1,text,true,,6821,1,6,26,0
1474011472339,33,CheckNewContaner_12-04-06,200,OK,12ДО - 04 контроль 05 формирование 12-1,text,true,,1031,1,6,33,0
1474011472372,3,JDBC CheckNewContaner_01-08-09,200,OK,01ДО - 07 контроль 08 формирование 4-1,text,true,,124,1,6,0,0
1474011472357,21,RecivingContaner_12-02-08,200,OK,12ДО - 02 контроль 11-1,text,true,,7881,1,5,20,0
1474011472379,0,Debug Sampler,200,OK,12ДО - 02 контроль 11-1,text,true,,880,1,5,0,0
1474011472373,21,RecivingContaner_12-04-06,200,OK,12ДО - 04 контроль 05 формирование 12-1,text,true,,6733,1,4,20,0
1474011472395,3,JDBC CheckNewContaner_12-05-08,200,OK,12ДО - 04 контроль 05 формирование 12-1,text,true,,124,1,4,0,0
1474011472431,25,CheckNewContaner_01-10-04,200,OK,01ДО - 01 посылка 10 формирование  1-1,text,true,,1031,1,3,25,0
1474011472458,26,RecivingContaner-01-10-04,200,OK,01ДО - 01 посылка 10 формирование  1-1,text,true,,9278,1,3,26,0
1474011472517,0,Debug Sampler,200,OK,01ДО - 01 посылка 10 формирование  1-1,text,true,,876,1,3,0,0
1474011472517,27,CheckNewContaner_10-01-01,200,OK,10ДО - 01 контроль 02 формирование 6-1,text,true,,1031,1,2,27,0
1474011472546,45,RecivingContaner-10-01-01,200,OK,10ДО - 01 контроль 02 формирование 6-1,text,true,,73327,1,2,24,0
1474011472593,16,JDBC CheckNewContaner_10-02-04,200,OK,10ДО - 01 контроль 02 формирование 6-1,text,true,,124,1,2,0,0
1474011472638,27,CheckNewContaner_01-04-06,200,OK,01ДО - 04 контроль 05 формирование 3-1,text,true,,1031,1,1,26,0
1474011472666,27,RecivingContaner-01-04-06,200,OK,01ДО - 04 контроль 05 формирование 3-1,text,true,,10615,1,1,26,0
1474011472696,4,JDBC CheckNewContaner_01-05-09,200,OK,01ДО - 04 контроль 05 формирование 3-1,text,true,,124,1,1,0,0
1474034424787,140,JDBC CheckNewContaner,42703 0,"org.postgresql.util.PSQLException: ERROR: column ""d7ec0fe70b344c7496e12084f58b80d9"" does not exist
  Позиция: 70","12ДО - 08,06 контроль  1-1",text,false,Response was null,77,1,1,117,0
1474034458132,135,JDBC CheckNewContaner,200,OK,"12ДО - 08,06 контроль  1-1",text,true,,356,1,1,130,0
1474034458270,1,Debug Sampler,200,OK,"12ДО - 08,06 контроль  1-1",text,true,,1558,1,1,0,0
1474372158603,390,Send 12-06-08,200,OK,"12ДО - 08,06 контроль  1-1",text,true,,183,1,1,389,0
1474372159010,229,Send 12-08-08,200,OK,"12ДО - 08,06 контроль  1-1",text,true,,183,1,1,229,0
1474372279249,443,JDBC CheckNewContaner,200,OK,"12ДО - 08,06 контроль  1-1",text,true,,356,1,1,414,0
1474372279693,1,Debug Sampler,200,OK,"12ДО - 08,06 контроль  1-1",text,true,,1561,1,1,0,0
1474461864956,130,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,342,1,1,130,0
1474461927293,29,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,342,1,1,29,0
1474461946102,26,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,342,1,1,26,0
1474461946129,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,858,1,1,0,0
1474461969445,114,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,342,1,1,114,0
1474461969560,1,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,859,1,1,0,0
1474470500679,65,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,342,1,1,64,0
1474470500745,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,859,1,1,0,0
1474470831044,7,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,342,1,1,7,0
1474470831063,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,858,1,1,0,0
1474470879497,9,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,Test failed: text expected to contain /405/,342,1,1,9,0
1474470879507,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,859,1,1,0,0
1474470922579,8,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,342,1,1,8,0
1474470922588,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,857,1,1,0,0
1474470943220,7,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,342,1,1,7,0
1474470943228,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,857,1,1,0,0
1474470968906,30,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,Test failed: code expected to contain /200/,342,1,1,30,0
1474470968936,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,858,1,1,0,0
1474470989823,9,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,342,1,1,9,0
1474470989833,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,858,1,1,0,0
1474471033409,448,Send 03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,183,1,1,448,0
1474471153849,105,CheckNewContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1126,1,1,105,0
1474471153962,49,RecivingContaner_03-01-01,500,INTERNAL SERVER ERROR,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,,198,1,1,49,0
1474471154013,534,JDBC CheckNewContaner,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,124,1,1,512,0
1474471154548,7,FHD_RecivingContaner_03-02-04,404,Not Found,03ДО - 01 посылка контроль 02 формирование 1-1,text,false,Test failed: code expected to contain /200/,342,1,1,7,0
1474471154556,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1518,1,1,0,0
1474471295241,91,Send 03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,183,1,1,91,0
1474471415340,38,CheckNewContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1126,1,1,38,0
1474471415380,71,RecivingContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,468730,1,1,24,0
1474471415465,151,JDBC CheckNewContaner,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,124,1,1,144,0
1474471415617,6,FHD_RecivingContaner_03-02-04,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,8166,1,1,6,0
1474471415624,1,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1517,1,1,0,0
1474471608319,121,Send 03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,183,1,1,120,0
1474471728432,30,CheckNewContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1126,1,1,30,0
1474471728463,117,RecivingContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,468730,1,1,22,0
1474471728586,106,JDBC CheckNewContaner,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,124,1,1,103,0
1474471728693,5,FHD_RecivingContaner_03-02-04,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,8166,1,1,4,0
1474471728699,1,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1517,1,1,0,0
1474472000219,125,Send 03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,183,1,1,124,0
1474472120341,36,CheckNewContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1126,1,1,35,0
1474472120378,58,RecivingContaner_03-01-01,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,468730,1,1,21,0
1474472120454,137,JDBC CheckNewContaner,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,124,1,1,131,0
1474472120592,5,FHD_RecivingContaner_03-02-04,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,8166,1,1,4,0
1474472120599,0,Debug Sampler,200,OK,03ДО - 01 посылка контроль 02 формирование 1-1,text,true,,1743,1,1,0,0
